RegionName,StateName,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
"Meridian, MS",MS,,,,,,,,,,,,,98893.14799,99789.74389,100800.4714,104989.7718,105735.6641,102198.747,94881.23717,97552.40037,97824.63277,103925.2862,120969.5075,119161.9658,113825.032
"Pinehurst, NC",NC,,,,,,,,,,221346.431,206582.8792,202661.333,197242.4679,194521.2735,195272.3975,201678.9202,207201.736,214974.9196,225635.5977,235342.4753,246781.9032,278232.5018,334245.8913,381750.4995,397295.7743
"Paducah, KY",KY,70302.73171,72546.50762,74947.41496,77211.58278,80345.11736,82825.81089,79798.20817,88016.71558,86417.51679,84386.747,83202.84364,83667.29795,87627.59902,89769.27262,90802.55836,92899.17023,98374.38959,100256.7769,102185.0966,106130.9807,112680.6273,121965.7833,131616.4787,142240.6124,149402.57
"Victoria, TX",TX,,,,,,,,,,,,,,,,,,152286.2533,148762.5285,155730.4305,165663.6722,175460.88,195625.4194,208594.5562,210114.0784
"Rome, GA",GA,80835.05612,86596.83565,90512.42024,93941.60843,97148.23051,100750.7928,103270.4677,103542.9475,104106.9731,101342.9589,92487.73915,87715.10795,81681.76931,90498.3058,98581.89279,98664.21713,107097.2649,106957.8479,115020.4461,128060.165,141137.8191,158621.948,189021.6545,204136.6955,211369.0211
"Sevierville, TN",TN,115166.1235,120208.9252,129428.2229,136228.5578,142750.117,151087.0626,162229.146,177361.1845,182252.4727,175551.7475,161657.9317,154178.4245,148811.6554,146727.0875,155197.0158,162935.2434,176848.4434,190438.0691,206088.0262,222357.3282,251730.5603,292254.8974,389403.725,419545.605,419875.9301
"Moses Lake, WA",WA,,,,,,,,,,183325.3423,168701.6999,161334.5002,155637.2932,158611.9819,159815.8724,158988.9466,171870.761,175549.3706,188297.8802,208554.3632,229510.9685,264088.6966,324191.0329,341105.9638,347449.1697
"Ashtabula, OH",OH,68721.28743,72437.83673,74431.05165,76487.4651,80231.56241,85624.03868,88581.23104,91761.15779,92876.38046,91445.63126,88506.66722,86791.7741,85516.45795,87857.32501,89672.34387,89235.92868,88594.52127,92171.85363,96246.99862,101467.0357,107433.5079,125591.7552,139867.1321,152352.1357,156836.7813
"Cape Girardeau, MO",MO,,,,,,,,,,,130635.2962,128839.7865,,122155.7558,122684.0569,126796.8245,133786.2765,138935.6082,143166.262,147124.8062,151854.3417,166663.6313,186953.0272,197987.3973,204062.2166
"Albertville, AL",AL,,,,,,,,,,110706.1278,106059.8431,106008.9645,101069.7857,114126.5047,119032.9449,122481.2464,126973.9437,130168.3712,133492.5421,140220.2184,154310.4247,172158.8098,200978.1718,212931.7688,218373.1021
"Fairbanks, AK",AK,,,,,,,198082.4194,216545.0726,231135.9028,225629.2168,222011.1514,224470.2074,223233.1481,223054.224,219634.1793,218789.3374,227375.7379,236881.6315,249812.863,250851.2848,272376.1542,279050.3388,294436.0178,296300.0681,293008.1861
"Brainerd, MN",MN,,,,,,,,,,164254.1752,153496.2923,149006.3542,144959.8467,157438.8533,166203.0261,173617.8698,187350.6161,191279.944,197347.3921,207038.4536,217207.9002,242773.8699,283594.9652,310912.2929,322152.5543
"Cumberland, MD",MD,69735.35008,72673.31882,77475.21648,83161.24161,80136.00161,85593.44319,97410.06568,109224.5091,112917.1964,103086.3706,94200.71055,90793.32135,99583.48178,99684.38312,97635.87114,101308.4069,100921.3426,101733.2465,100662.5584,105990.6153,112186.3415,124298.1068,138393.5704,144668.5453,147049.9103
"Ocean City, NJ",NJ,155639.3651,173189.0576,197295.6272,231169.1421,283019.0961,345920.7801,408217.6931,419619.9315,392706.3241,389600.8567,365699.4409,355066.1612,337782.6083,344223.098,347043.0899,348434.0543,355683.663,361036.1601,372712.5258,387088.0635,409120.0747,471095.0365,578456.4636,616308.7073,657220.9232
"Corvallis, OR",OR,170789.074,182826.984,190866.0861,195277.5944,207707.1242,219519.5745,244848.9813,280241.1017,299778.7458,280544.2448,272232.2006,263110.6466,250428.5213,253567.564,266507.6543,276481.5564,299349.0995,320357.4149,343957.6478,366561.129,385383.4616,419423.0879,483634.681,514278.532,533144.15
"Pocatello, ID",ID,,,,,,,,,,153384.3693,151382.5244,142066.094,129597.2103,137428.3503,139427.9827,138546.5693,143938.4991,152199.1334,159315.1833,178974.2613,202995.5198,235370.9378,302392.991,313767.7379,324476.5452
"Corning, NY",NY,77841.83845,80160.83214,86467.52968,86572.32036,86593.21267,89887.0711,98252.79047,104943.5946,109929.9854,104870.2535,95884.97137,92934.9218,92821.45076,95689.70009,97626.88219,98195.12497,99859.26254,100937.0886,105463.1169,110228.882,115125.2149,127390.0312,136759.6628,150375.6525,154152.4165
"New Philadelphia, OH",OH,107638.9476,110300.0018,113251.176,117443.9898,121986.2574,125993.3704,143146.8684,92387.60638,96640.77017,96029.59068,93753.75579,91995.67239,91106.03036,95341.62669,100964.565,106138.2038,112166.6371,119214.1758,121446.1637,127695.9496,136690.16,153237.2924,168426.3832,176692.8585,184431.3237
"Sunbury, PA",PA,,,,,,,,,,90719.65367,89269.1866,89034.20635,88558.20874,90417.64092,93094.84179,94574.47827,99511.01695,98968.67556,100936.7524,104951.7221,114349.6673,125330.245,129411.6345,127714.0576,126049.3043
"Ukiah, CA",CA,,,,241750.047,277736.746,344570.2958,379773.9786,409690.5905,413522.3051,331025.8069,310095.6331,300883.091,289201.5323,293933.2769,332378.7705,360687.4177,388124.5888,412493.5065,459334.8237,468023.2084,500327.548,542485.9636,596916.4231,542550.1705,499685.6118
"Hermiston, OR",OR,,,,,,,,,,157887.7132,145750.5347,138176.8848,133272.5134,134727.5291,139391.9622,145133.0724,151022.4902,158358.4986,170326.1574,184104.2927,201281.8886,228743.2727,271971.7946,286002.7881,288038.6526
"Clarksburg, WV",WV,65209.39835,68138.30423,71040.49933,73906.96519,77369.74443,84329.33833,93173.60318,96400.79315,98042.30446,97487.60822,95068.3943,94510.86742,92445.18086,96872.28917,96608.71003,98197.53847,106306.8016,108553.9265,112905.9648,116350.4384,117598.713,130183.1079,139038.7209,143243.7184,146866.5666
"Parkersburg, WV",WV,74881.97149,78647.74688,81162.73347,84158.13141,87140.42054,,95645.36282,97718.38426,98883.79487,98967.04687,96238.13165,97067.70557,96342.46086,95636.75404,97826.28708,100970.5028,104639.2677,103550.9023,106935.6997,111663.9681,116941.7356,127138.6208,136967.3218,147528.2914,153642.5305
"Beaver Dam, WI",WI,,,,,,,,151810.836,151009.7823,147153.8213,140581.7673,136804.4558,132960.8444,137598.5651,141572.8033,147909.3523,153849.6611,160173.5781,167863.6376,178499.7973,190449.2593,212176.3577,234218.303,247210.0544,263230.2097
"Pine Bluff, AR",AR,46571.14167,48899.53463,50360.27201,52331.7621,54566.88243,57988.68339,62457.71635,65338.75459,66210.27512,66923.3802,63839.72274,64750.70745,64037.17354,66485.17938,63477.05758,60871.0663,66464.01947,70944.25434,72599.47883,73403.61166,77494.18382,86483.11252,97834.53536,94401.54243,96069.08796
"Grants Pass, OR",OR,114164.5261,119493.8051,127209.0679,134376.1945,145381.7646,175365.8592,223119.5739,231494.4428,216337.4448,216119.0099,193859.7095,180038.1682,170196.0725,174682.5054,194021.7771,206722.8165,224051.1694,246689.4263,271073.8224,287541.0998,297913.9075,335752.3759,391352.3533,392219.7397,389731.9065
"Cullman, AL",AL,,97400.88334,102320.9266,105000.3933,106827.8258,112000.6342,121620.9594,129583.2572,133282.8919,133343.0295,128267.3694,124683.8963,122960.3085,123521.6944,127703.654,135062.8164,141893.7648,150262.0322,152815.4715,157764.2593,171497.3884,185800.7249,218038.1767,228767.0811,230336.3441
"Lufkin, TX",TX,81956.59638,86189.30454,88350.17483,91254.48249,92400.71402,96763.2939,97416.14704,102447.6284,106484.1418,105980.9321,106090.8861,105283.8946,106669.0549,107504.3198,109393.1263,114187.445,115485.0165,119964.031,121336.1784,127987.3957,142915.1494,156254.604,180690.2334,186739.3639,188073.098
"Zanesville, OH",OH,68304.347,74421.23026,76771.94961,79567.36605,82787.14048,86032.59321,89945.31505,93493.87285,96255.14705,92794.14951,89744.98889,88376.87344,87091.60305,86902.48822,90420.82227,91168.30621,97521.78744,102687.6762,108784.0157,115514.531,123424.4034,139836.6328,153663.7595,166146.5573,180196.3872
"New Castle, PA",PA,,,,,,,92297.45482,93881.64158,94928.81979,91607.0833,86828.35275,85172.929,82865.96988,86529.69776,89143.12553,88984.73913,93536.89074,96150.76028,99813.60304,104037.4634,108502.2253,122233.4398,132413.9296,143826.4421,149538.9352
"Oak Harbor, WA",WA,,,,,,,,320432.1656,330432.2951,303348.9007,275836.1108,261994.9054,250699.558,256522.8815,268490.1101,281040.9417,310401.607,345252.6609,374180.8166,400260.3187,423742.2663,492913.4173,585908.0484,594988.9104,596704.5472
"Orangeburg, SC",SC,,,,,,88439.64224,92361.0909,100055.9408,101458.2517,100193.1985,95668.89701,93331.19944,90534.25412,88433.74619,88402.986,86722.22528,90326.82728,95479.31513,99827.02277,103110.9493,109532.0665,127130.5356,148367.4228,139626.2092,144680.3137
"Watertown, WI",WI,,,,,,,171025.5389,178648.769,177699.4597,172767.1198,165573.0207,161550.5419,157346.5561,162350.8954,168906.21,176603.2963,182865.6196,192390.7218,204918.2096,216307.6451,231962.5823,254862.8143,282515.7316,296454.9703,316435.8966
"Meadville, PA",PA,55596.04408,60376.25456,64309.40378,68227.07436,74115.3439,80794.32896,86565.50155,89086.08507,89409.19965,85312.18752,81972.57441,83388.82835,82221.15934,86859.58897,87606.26975,94870.34428,97056.15046,99989.17487,107014.2284,108227.683,114899.7689,129184.0941,141311.6268,150861.2091,144796.4855
"Elmira, NY",NY,56789.27944,58738.74346,62216.3732,,72805.56854,78275.14302,80733.99446,83469.13416,84396.4598,85703.68811,89195.12461,89045.6677,92912.63146,95040.86526,97104.99782,94352.34659,95511.66516,96900.86739,99209.5492,103717.9862,107334.6994,117168.1986,127959.4654,138024.2345,142755.8402
"Great Falls, MT",MT,,,,,,,,,162491.6024,162342.7097,153797.1051,152103.8141,152622.1705,158489.8158,159972.4936,164962.5174,171826.2379,176112.1212,181179.3605,189809.7645,197528.8342,215482.6352,254990.0593,280856.3469,302176.5897
"Laurel, MS",MS,,,,,,,,,,,,,108485.6285,108556.7029,101161.5321,108673.1247,115550.0944,110569.826,112939.3563,115486.1307,118996.4168,127018.6569,147415.3214,141628.5522,140351.8789
"Russellville, AR",AR,83311.09794,86393.08337,89663.3956,92982.45352,96575.90068,102792.9558,108838.6828,113890.7183,118212.6818,117769.8527,114487.849,112402.5764,112132.1636,112990.2358,112984.1893,115430.9462,124820.8751,129600.3405,132714.4204,136234.0049,140624.5444,152520.505,170058.0792,176014.4664,179606.2237
"Indiana, PA",PA,,,,,,,,,,,92214.15852,94123.06919,93729.04686,96265.24251,98961.40731,103405.5351,108662.4697,108789.4653,112885.8975,112284.0605,116367.8999,127145.6853,131071.6364,139938.1396,146354.4191
"Midland, MI",MI,103188.2868,107885.9302,113046.569,119390.9089,124147.359,124318.7355,125195.2615,127569.7811,125730.286,117575.2314,107945.6548,107139.8708,106828.2547,114486.7094,118398.2545,118254.2419,126304.5727,127685.8505,131417.1272,131722.397,149757.6759,164460.2886,180757.9707,195621.3251,204306.5975
"Kokomo, IN",IN,,,,,,,,,,80233.93978,77059.84086,74921.8269,72910.9621,74959.09744,78385.85112,80955.08078,86228.05546,90781.49661,97454.32887,105120.8662,110730.4463,123186.738,139464.6453,149207.3862,157071.454
"Bloomsburg, PA",PA,101718.2688,107350.3785,112918.1783,119163.7552,126976.4738,140374.2469,154591.7722,161383.8896,163084.7747,160758.5489,156953.2185,157229.544,155711.8299,156948.7835,159020.7208,159142.0559,165647.9571,167669.4251,170483.203,172762.6597,189545.1284,199968.7306,214640.2124,220387.7115,225053.8272
"Opelousas, LA",LA,,,,,,,,,,114425.2514,113454.0374,113732.515,118894.6864,126908.133,121145.508,128135.7645,142941.7752,133069.4391,136070.8034,135891.9416,143788.4401,140719.062,143310.8031,141204.3825,133844.3493
"Helena, MT",MT,,,,,,,,,,,195334.6164,191952.2545,191358.5491,200167.8027,206024.1836,211001.6947,228569.2301,235223.5878,250430.951,262113.5687,278603.4034,319685.0689,394631.0355,423716.1883,440970.6786
"Key West, FL",FL,,,,,,,,,,,,,,,,,,554517.7741,595407.8159,611344.9722,623699.4964,697528.8079,880457.6941,1030852.17,1074107.371
"Talladega, AL",AL,,81400.41269,84625.32165,88450.52199,91195.2358,96144.46759,104943.1536,109765.0734,112307.3478,111676.1122,105652.4322,101406.309,100198.9697,99255.36086,96093.00249,99772.02696,100913.008,105371.6059,111073.3673,114957.2149,125050.0023,145008.3395,165586.3069,167003.3294,171882.3529
"Stillwater, OK",OK,90611.28463,94872.46651,98910.32373,102139.6083,105801.9939,110079.5162,115563.2216,123287.0326,126707.6273,121242.6841,116618.061,115822.8684,115832.472,121695.5237,125006.7401,131695.1654,137805.6415,140980.7948,146291.4099,151811.7674,160132.3792,172572.2,191298.1903,202111.6688,209658.995
"Columbus, IN",IN,,,179216.7931,176026.2805,180045.6959,184532.2434,171090.485,134178.4121,135471.0325,133937.3497,130053.3855,128581.6732,128097.0533,131041.6063,135544.223,138302.5773,144638.8594,148351.9854,154491.7621,164039.4229,176909.9608,191068.547,216753.1876,233087.7933,247379.9117
"Athens, TX",TX,,,,,,,,,,135623.4321,134285.4604,133068.5139,132152.4536,132349.6175,134415.0848,141139.1382,145952.061,154894.7405,166059.3077,178856.6052,182919.8388,209751.6918,257621.6979,268771.291,262367.0264
"Centralia, WA",WA,,,,,,,,,,183949.3634,169605.4906,161264.6482,150912.0562,151066.4175,155072.0441,161703.531,175572.8822,192267.1039,215748.0637,241349.3798,272115.6921,322330.2003,394274.8787,401151.9741,413208.5234
"Manitowoc, WI",WI,99517.83433,104504.4538,109721.7176,114235.9721,120224.1164,129016.879,124379.5503,124783.9227,126563.7987,122829.4881,117497.4959,115013.705,112000.417,114976.9499,115679.9558,115339.86,120472.7276,123911.8058,126705.1185,134859.9521,147759.7927,163104.0295,182525.5237,196822.0918,214133.4962
"Hinesville, GA",GA,115056.3518,120256.3877,124144.5327,127811.8527,131959.8887,139218.1792,147893.6668,172553.5371,162575.9337,156721.0279,146124.1029,137252.1728,130428.2921,130953.6405,128520.1642,130290.6935,131172.3991,127127.224,129261.6262,137800.9177,144781.3644,157073.2088,183586.7321,213325.7452,230227.5304
"DuBois, PA",PA,55015.45008,61239.97595,64898.77798,67542.33301,70719.96412,77776.80836,87467.42032,90707.84317,91665.17751,90646.72251,89655.0732,88436.84773,88471.15777,90071.27652,90027.05567,91184.70902,97398.39657,101334.7992,115849.8746,108916.7592,115133.126,125760.1918,134422.0199,129118.409,121311.7737
"Warsaw, IN",IN,109211.8143,112660.1339,121003.6152,126557.4275,132426.1356,,135488.4119,133978.4349,134866.91,129675.6021,126669.1498,125867.1984,125186.6411,129214.1984,134941.5197,138338.2715,145836.6205,150453.1967,159251.1068,170337.7833,182041.4537,200066.1153,225625.6318,244701.0237,254565.5745
"Plattsburgh, NY",NY,78346.44985,83937.51656,90228.37493,98082.1083,99675.18109,103321.5964,113234.8256,120350.3694,127839.0948,122864.6246,117218.4848,116964.4074,114754.4849,114097.2955,117188.9174,118198.2334,120740.9148,125474.2294,128889.502,134957.8513,142697.9489,156052.5595,168531.8924,184850.5802,193839.6363
"Statesboro, GA",GA,,,,,,,,,,139437.3923,129126.9698,123328.8518,115024.6392,120788.2771,127334.1905,131304.2274,133965.3113,138021.531,144413.69,151715.0859,156296.1362,173579.6006,201175.3826,229699.1552,256782.3004
"Casper, WY",WY,,,,,,,,,,,,171487.9482,170590.1415,185693.2871,195054.6703,205681.0407,215382.5197,204295.3595,199384.5005,202568.8947,215560.6741,231529.7884,250647.8929,270322.8431,282357.2172
"Wilson, NC",NC,,,,,,,,,,106555.9209,101027.387,97932.97261,95266.45626,96660.18144,99971.35249,103393.4102,103071.5351,104933.6502,111345.6793,116250.4817,120936.8363,139007.2732,161776.99,191718.0062,202132.2712
"Glenwood Springs, CO",CO,178508.4791,196661.0221,208277.3982,219255.3916,222084.9672,232791.4038,255239.7245,288842.8503,326963.2885,335607.5303,327048.7791,318686.4472,314831.5531,333373.7486,374725.6931,407182.22,449602.3847,469700.9362,496823.091,524918.7217,536277.7341,603694.8877,743258.5702,811433.4853,856713.0404
"Seneca, SC",SC,,,,,,,,,,,,147796.1822,137122.8174,137878.4441,137827.3685,139407.4991,146344.0964,149413.53,153524.9446,161519.2946,171932.2929,199367.5119,229429.422,251544.5955,262069.1284
"Minot, ND",ND,,,,,,,,,,,180606.2155,192073.5077,203741.0707,244447.5164,257011.3614,257002.6202,253078.574,231427.6073,216488.7795,197001.1024,195222.2161,207581.1882,216063.9327,232852.0806,238199.3438
"Olean, NY",NY,54271.41829,57888.27455,62605.38952,69201.1078,76178.06655,78347.50804,82599.01978,91218.38195,93717.20884,89002.00107,84050.56553,83282.91172,81602.11506,80393.59605,80730.98204,81235.06576,82233.77017,86170.29522,87623.75978,89370.01148,94276.31075,107106.8775,124079.3336,137370.2341,143147.7744
"Chillicothe, OH",OH,94318.63344,99637.34221,103381.8244,105947.7229,108905.3232,112944.4004,113677.3416,113286.8709,112261.0328,112310.4216,109055.9771,107345.1589,106303.9096,105270.9008,105388.5554,106056.0778,113889.2918,117035.0639,116503.8005,125834.6521,135019.8903,152449.6024,168718.2049,175698.1881,189948.5808
"Searcy, AR",AR,93555.0952,97223.58759,100361.8592,103280.3587,106876.9991,104729.1921,112647.2854,115829.4611,121283.8885,122208.0766,119979.3929,119931.0809,119256.6479,120970.5661,118335.2649,121193.8965,124484.0895,130153.8898,129733.3691,129553.4317,133661.1022,145423.741,166860.3451,177134.9724,187741.9432
"Grand Island, NE",NE,,,,,,104082.7546,106323.1119,109475.015,111046.1798,112856.5807,111611.0797,112723.8717,114721.3195,119605.3968,125297.107,130213.0882,138914.9549,144801.8975,151187.007,157859.586,168531.6748,181543.0464,207526.592,222805.9469,228219.5977
"Port Angeles, WA",WA,,,,,,,,,267680.7145,249078.1905,225784.829,212321.9023,201798.0135,198924.0173,203011.4759,210802.192,227318.8047,250684.0633,276341.3238,304893.8776,330498.6816,372506.1507,450211.7922,467831.1519,476698.7576
"Auburn, NY",NY,59216.59616,63573.81901,68599.18344,74093.38171,81799.49598,92181.55841,103541.7776,114498.9257,120828.6465,115415.1796,109686.7271,108993.5879,107105.2269,109878.4243,113107.2043,115228.4708,118246.591,121081.7995,125941.496,129965.4241,134191.4111,152115.9633,165850.0176,179038.912,193090.4297
"Huntsville, TX",TX,,,,,,,,,,,142436.1908,141474.7312,140926.358,140702.6971,143774.3593,153389.4195,165495.9173,173467.4503,179280.6199,193094.9115,204801.7055,223506.1642,260415.416,273550.6995,262538.0497
"Keene, NH",NH,95360.03203,106429.5275,117741.2432,131190.8002,144657.8595,159210.5036,173921.975,189199.2965,192912.0175,179750.8624,168430.8226,165759.1503,162354.9768,162344.1335,163514.6959,167458.9319,173571.6002,177030.3904,187739.4544,196255.4694,208519.696,242676.7359,275280.9142,313857.5778,339181.138
"Heber, UT",UT,,,,,,,,,,,386259.4276,367630.1145,357438.6599,381475.3863,421256.5766,440919.8406,503568.1345,541083.1965,592479.6379,647302.5673,684158.1369,812588.0111,1040322.893,1102333.718,1122111.748
"Quincy, IL",IL,,,,,,,,,,116519.3103,109737.7689,108448.3252,108038.5167,112220.2663,117080.8242,121097.0297,122558.5578,132148.3668,131430.0126,130870.1265,137973.5046,144820.1368,155918.2537,167110.1713,168347.9481
"Sandusky, OH",OH,101024.5726,105938.0903,111597.9731,114749.864,121311.3348,123924.9952,127626.8571,130726.6421,132951.2526,128706.7454,122470.2218,117101.3984,111569.1673,111319.6788,115202.0866,119535.1526,120660.9818,123367.2277,129180.7784,134613.1274,143574.2841,160775.7916,176636.9756,190986.2776,202684.6856
"Findlay, OH",OH,113428.7696,118687.3866,120786.0466,123232.8675,129198.6084,133347.5936,135345.0048,139082.3353,130918.4237,135061.2051,130479.3694,124438.6139,118697.8765,115225.0554,119356.2604,124271.6834,132296.6507,137973.7013,144492.4609,150809.8151,157001.2868,175140.7121,187809.9038,200886.3887,213972.5715
"Frankfort, KY",KY,92812.84082,97046.82843,100872.57,104511.1375,109024.6926,114325.3956,118788.2443,123223.2878,125833.2006,125185.6471,122872.3474,121866.1614,119146.6154,119653.8294,116687.2779,118388.7867,126268.072,129890.5293,135025.4475,137677.8502,144987.8078,167243.4151,187942.1413,202737.3027,213663.241
"Danville, IL",IL,40907.36643,43101.30543,45872.27443,47616.48299,51180.74352,50775.31397,56031.17325,56599.98982,58705.21911,55946.61458,52196.05897,51207.70384,47800.61734,53959.69027,59690.53706,61007.53622,64393.37812,64448.48742,64326.26389,64214.59543,65182.74141,69912.0581,74893.44444,78586.91664,82286.39067
"Aberdeen, WA",WA,,,,,,,,,,161433.2317,146794.3001,137163.0351,130967.2448,129548.2398,126636.9962,127492.5606,139112.133,150232.7556,170666.9039,193204.1441,218969.2267,258167.2693,308730.6587,311289.455,314119.7715
"Portsmouth, OH",OH,,,,,,,,,,,,85263.28949,81454.16665,76890.94098,79560.96165,78305.41719,78769.5258,79880.4361,82316.74607,87564.45329,90952.48416,98040.8355,107499.9744,114177.9805,119534.0477
"Somerset, PA",PA,,,,,,,,,,110202.1549,106379.3736,105305.8232,103229.6317,102043.357,103167.7497,103042.3861,101802.04,102525.8282,104757.5558,105604.9115,113644.833,127502.2147,143583.581,154325.3375,153932.5831
"Wisconsin Rapids, WI",WI,,,,,,,,,,118022.3442,115053.0283,113865.3519,111374.8792,111449.7402,112350.9363,110943.9324,115478.5152,117214.3754,125638.8965,134528.4187,145416.5152,152411.7146,166732.105,179443.7238,191339.0589
"Jefferson, GA",GA,,118085.7979,126489.0778,133308.669,139083.1629,146194.1203,151170.4298,158487.9495,164458.7086,160090.5308,147047.8419,137180.7427,126670.332,134307.8261,154159.3403,165674.3344,179539.747,191816.5484,210433.2579,226446.5577,241904.9496,271042.1567,338348.7856,368153.007,380895.9217
"Kapaa, HI",HI,183444.278,197059.2297,213119.4227,235445.1533,285823.7022,372163.0811,481871.6765,502825.1072,457034.5885,425809.8167,396911.7298,393447.2768,390635.368,411979.7715,471727.1111,500724.401,543339.7312,560476.6478,587951.9264,630353.6375,647298.1088,720653.6006,833926.7616,945852.1981,984797.2421
"Palatka, FL",FL,,,,,77972.96786,87907.32029,108724.687,135347.2736,132183.081,102665.7904,90079.16542,84438.75036,81246.17295,79583.09021,79878.44613,80666.98718,88931.85931,93641.45514,104980.2676,116783.8846,132808.4519,153989.0216,185162.8673,199782.6109,203670.9908
"Gallup, NM",NM,,,,,,,,,,,,,144914.8871,145602.5732,146288.6044,148932.8468,153501.2901,141414.3503,144549.6842,157254.7677,166466.7275,182135.4037,194393.7837,194046.4809,196973.7227
"Hobbs, NM",NM,,,,,,,,,,,,,,,183693.9613,198239.8565,196841.3619,194457.7868,197663.195,203061.646,219408.5877,229610.3539,206115.5883,187777.0645,170899.5621
"Shawnee, OK",OK,61201.97899,63709.84475,66300.44454,69030.99541,71296.51652,73888.89621,77715.45988,80743.94667,83003.00339,84986.00519,83368.353,81115.7221,80017.04573,82778.30287,86250.57403,88476.70361,92005.31807,94169.17473,96902.95438,98921.93286,112105.4561,125017.343,146611.0806,158223.9062,167479.915
"Mount Airy, NC",NC,,,,,,,,,,115426.2036,110002.3687,108034.7479,108187.7862,107497.3779,105830.0602,107876.4109,112340.6025,115440.8071,119091.8198,126232.7303,131159.4306,153302.4784,177136.1698,193260.9874,208422.188
"Stevens Point, WI",WI,,,,,,,,,,,,136718.6419,136052.5751,138639.1259,148577.8091,155343.0354,163332.6221,173188.415,181821.4523,190590.5669,204559.8042,220323.0179,238446.1336,253178.8369,265477.9989
"Greeneville, TN",TN,72901.06502,75983.33736,79110.10948,79593.94394,84279.04759,90415.73181,95269.24726,101548.6998,109033.0755,102359.4507,99143.68496,98047.75878,96921.0516,93786.56561,95832.7484,102624.9347,111571.9911,117556.4872,121683.0896,127986.7442,140514.968,156662.8513,191716.949,197808.8117,217755.1302
"Greenwood, SC",SC,54288.459,54622.77492,58311.56893,62116.56233,65606.99808,69748.40709,77449.544,81729.3589,84404.80169,83680.06684,77021.3257,75364.05336,72718.43616,76968.72947,81267.76709,83215.35081,91806.46597,92669.07163,93543.45978,98176.65279,108365.368,121524.4363,137916.8573,149667.6499,154220.8287
"Lake City, FL",FL,78256.96102,84059.40317,90641.39243,98430.77944,101817.3028,107470.1732,132889.2924,157901.8167,159527.8032,133899.1465,119533.3603,111989.1901,107292.5611,107617.2306,109750.768,113358.909,119428.2581,126420.7318,138509.4425,148598.5557,158677.4766,182540.9889,218300.9722,245585.4522,251981.2016
"Klamath Falls, OR",OR,74914.74264,77408.48235,82071.23881,83538.70807,89895.28638,101147.3703,129593.8638,148463.7794,150937.0488,142474.2635,128776.2048,120659.8588,114915.4673,116598.9234,122979.9867,129512.7096,139421.6126,145200.2473,155323.1529,169284.1434,180603.9078,207573.7734,249373.0097,264753.8932,275405.5163
"Morehead City, NC",NC,142281.9508,147020.5399,151133.168,158758.9617,171269.8809,186995.6592,239808.5967,274104.9424,270485.6253,248430.1461,234817.8957,231329.6356,225438.0996,225391.5684,229519.6882,230531.2454,240145.4053,249872.4702,256981.5058,267019.4813,279752.6784,311188.9058,370421.3932,414102.471,436958.2453
"Clearlake, CA",CA,,,,,,,,165552.3662,164863.9021,137703.1398,128091.0931,122904.1937,117876.8361,128169.6194,152374.8373,169477.8351,189995.8887,209504.9114,232715.3338,248016.5694,257895.1396,283766.3703,325459.0783,323494.135,308460.9045
"Alamogordo, NM",NM,,,,,,,,,,,,,,,,,,119693.4783,124313.6784,127923.407,136223.306,150349.5431,174756.3417,197735.656,208612.4946
"Roanoke Rapids, NC",NC,53594.59982,55543.23173,56944.44121,59098.92734,60625.45023,63907.7177,67497.01817,72148.16044,74515.59404,70629.83438,66658.09856,64108.6051,61776.10139,60597.5943,59384.92869,62232.93021,63706.69075,61957.1586,65858.613,68771.37375,70847.62986,85000.01086,90948.61268,100045.1155,98168.5172
"Farmington, MO",MO,,,,,,,,,,,,,77706.83137,78396.32174,81721.62242,87933.38634,101468.0367,108902.8557,109021.9976,115575.4276,121202.4516,136485.5328,154540.451,165998.1377,172576.6724
"Muskogee, OK",OK,65251.91069,67818.29235,70743.83647,73049.39801,75516.14205,78693.42908,81985.54921,85311.38869,87971.0734,,81945.49391,81438.60204,80216.48294,77774.44862,75690.94522,74498.9922,81296.5823,82458.71214,82537.35839,85819.59634,92132.67552,104276.9414,121788.3061,131967.1574,137441.9343
"Marion, IN",IN,,,77378.45294,78734.58849,76648.54199,76000.69509,82727.65978,85345.07425,79991.82147,74892.33249,72747.63086,71842.78995,70627.78856,71505.73613,70531.6742,73329.00686,76995.99764,77145.23573,80736.63827,86178.06944,90338.53828,99522.37206,113867.9583,119867.9684,124914.2963
"Faribault, MN",MN,,132840.3612,145245.2367,156920.2455,170982.4938,183526.9582,199106.2177,200656.0721,193198.6924,182812.6545,166945.6844,165019.0304,147196.8234,158733.7965,168030.7691,175648.8584,186306.1537,200024.2758,217806.7681,228983.3702,241104.5788,263843.6504,294380.4805,308255.3546,318920.5891
"Richmond, IN",IN,,,,,,,,,,,88845.54412,88033.3184,87044.60249,86362.39359,85279.57581,82863.98801,83821.09377,89440.45733,93572.14634,97491.1564,101780.6703,112333.4492,127663.5271,137678.9947,142306.4027
